, 0.137215
32950, -15851.5
32960, -15564.8
32970, -15810.6
32980, -15790
32990, -15749.1
33000, -15810.6
33010, -15728.7
33020, -15646.7
33030, -15749.1
33040, -15585.3
33050, -15564.8
33060, -15646.8
33070, -15687.7
33080, -15564.8
33090, -15523.8
33100, -15564.8
33110, -15564.8
33120, -15687.7
33130, -15646.8
33140, -15646.7
33150, -15626.3
33160, -15503.4
33170, -15687.7
33180, -15585.3
33190, -15339.5
33200, -15769.6
33210, -15953.9
33220, -15421.4
33230, -15482.9
33240, -15523.8
33250, -15646.7
33260, -15175.7
33270, -15360
33280, -15339.5
33290, -15421.5
33300, -15360
33310, -15298.6
33320, -15257.6
33330, -15257.6
33340, -15380.5
33350, -15441.9
33360, -15646.7
33370, -15339.5
33380, -15360
33390, -15319.1
33400, -15298.6
33410, -15400.9
33420, -15523.9
33430, -15482.9
33440, -15155.2
33450, -15298.6
33460, -15401
33470, -15216.7
33480, -15196.1
33490, -15216.6
33500, -15319
33510, -15380.5
33520, -14970.9
33530, -15175.7
33540, -15237.1
33550, -15032.4
33560, -14868.5
33570, -15093.7
33580, -15196.2
33590, -15155.2
33600, -15032.4
33610, -15237.1
33620, -15093.7
33630, -15073.3
33640, -14970.9
33650, -15093.7
33660, -14807.1
33670, -15052.8
33680, -14868.5
33690, -15032.3
33700, -14807
33710, -14929.9
33720, -14909.5
33730, -14786.6
33740, -15032.3
33750, -15032.4
33760, -15032.3
33770, -14848
33780, -14848
33790, -15073.2
33800, -14786.6
33810, -14868.5
33820, -14745.6
33830, -14848
33840, -14950.4
33850, -14827.5
33860, -14848
33870, -14889
33880, -14745.6
33890, -14807
33900, -14807.1
33910, -14868.4
33920, -14745.6
33930, -14766.1
33940, -14602.3
33950, -14970.9
33960, -14786.6
33970, -14909.4
33980, -14725.1
33990, -14766
34000, -14704.6
34010, -14684.1
34020, -14499.9
34030, -14622.8
34040, -14766
34050, -14704.7
34060, -14602.3
34070, -14499.8
34080, -14602.2
34090, -14540.8
34100, -14581.8
34110, -14028.8
34120, -14315.6
34130, -14807.1
34140, -14786.6
34150, -14643.2
34160, -14192.6
34170, -14356.5
34180, -14274.5
34190, -14151.7
34200, -14581.7
34210, -14848
34220, -14848
34230, -14848
34240, -14418
34250, -14233.6
34260, -14336
34270, -14090.2
34280, -14233.6
34290, -14049.3
34300, -14274.5
34310, -14397.4
34320, -14274.5
34330, -14499.9
34340, -14807
34350, -14151.7
34360, -13844.5
34370, -13762.5
34380, -13824
34390, -13086.7
34400, -12472.3
34410, -12288
34420, -13906
34430, -13680.6
34440, -13926.4
34450, -14991.3
34460, -15175.7
34470, -14704.7
34480, -14069.8
34490, -13291.6
34500, -14192.6
34510, -14520.3
34520, -13660.1
34530, -12902.4
34540, -12431.4
34550, -14417.9
34560, -14766.1
34570, -13905.9
34580, -13946.9
34590, -14131.2
34600, -14663.7
34610, -15175.7
34620, -14725.1
34630, -13086.8
34640, -13844.5
34650, -12902.4
34660, -12738.5
34670, -15523.9
34680, -14704.6
34690, -13271
34700, -13844.5
34710, -14581.8
34720, -14622.7
34730, -14499.9
34740, -14438.4
34750, -14110.7
34760, -14028.8
34770, -13967.4
34780, -13701.1
34790, -13639.7
34800, -13045.7
34810, -14028.8
34820, -15298.5
34830, -14622.7
34840, -13865
34850, -12841
34860, -13025.2
34870, -14417.9
34880, -14295
34890, -14131.2
34900, -14417.9
34910, -13721.6
34920, -13926.4
34930, -14131.2
34940, -13701.1
34950, -13701.1
34960, -13762.5
34970, -13946.9
34980, -13742.1
34990, -13926.4
35000, -13865
35010, -14069.8
35020, -13905.9
35030, -13783
35040, -13967.4
35050, -13824
35060, -13844.5
35070, -14110.8
35080, -13905.9
35090, -13721.6
35100, -14213.1
35110, -13639.6
35120, -14090.2
35130, -14090.2
35140, -13434.9
35150, -13885.5
35160, -13987.8
35170, -18227.2
35180, -14069.8
35190, -17960.9
35200, -26910.7
35210, -15831.1
35220, -30095.4
35230, -33843.2
35240, -32962.5
35250, -25989.1
35260, -27299.8
35270, -14192.7
35280, -36556.8
35290, -13762.6
35300, -34959.4
35310, -31436.8
35320, -13783.1
35330, -21811.2
35340, -32890.9
35350, -34938.8
35360, -16302
35370, -18677.7
35380, -28200.9
35390, -29306.9
35400, -21893.1
35410, -34918.4
35420, -35522.6
35430, -14725.1
35440, -32501.8
35450, -17059.9
35460, -30935
35470, -11776
35480, -28917.8
35490, -17244.1
35500, -15482.9
35510, -13803.6
35520, -13824
35530, -13824
35540, -13926.4
35550, -13721.6
35560, -13905.9
35570, -13660.1
35580, -13660.1
35590, -13332.5
35600, -13045.7
35610, -12902.4
35620, -12369.9
35630, -13066.2
35640, -13373.5
35650, -13455.4
35660, -13496.3
35670, -13537.2
35680, -13475.9
35690, -13578.2
35700, -13414.4
35710, -13619.2
35720, -13414.4
35730, -13680.6
35740, -13721.6
35750, -13516.8
35760, -13414.4
35770, -13373.4
35780, -14110.8
35790, -14499.9
35800, -14131.2
35810, -15298.5
35820, -14336
35830, -14008.3
35840, -14295
35850, -14233.6
35860, -14295
35870, -14254.1
35880, -18923.6
35890, -14663.6
35900, -19435.5
35910, -14172.2
35920, -15278.1
35930, -18145.2
35940, -19271.7
35950, -13967.4
35960, -18698.2
35970, -19476.4
35980, -19496.9
35990, -13946.9
36000, -19312.6
36010, -18821.1
36020, -19537.9
36030, -14213.2
36040, -14192.6
36050, -14172.1
36060, -14090.2
36070, -14172.1
36080, -14049.3
36090, -14090.2
36100, -14131.2
36110, -14233.6
36120, -13987.8
36130, -13783.1
36140, -13516.8
36150, -13803.5
36160, -14397.5
36170, -14397.5
36180, -13783
36190, -14090.3
36200, -14315.5
36210, -14438.4
36220, -14602.2
36230, -13885.5
36240, -13701.2
36250, -13803.5
36260, -14479.4
36270, -15687.7
36280, -14909.5
36290, -14028.8
36300, -15032.3
36310, -16281.6
36320, -16076.8
36330, -15134.7
36340, -18452.5
36350, -14028.8
36360, -20971.5
36370, -24862.7
36380, -26583
36390, -25815
36400, -25323.5
36410, -24576
36420, -25753.6
36430, -26255.4
36440, -25722.8
36450, -25559
36460, -23234.6
36470, -24412.1
36480, -25077.8
36490, -27791.3
36500, -24913.9
36510, -20951.1
36520, -27525.2
36530, -22343.7
36540, -24545.2
36550, -22077.4
36560, -20398.1
36570, -29266
36580, -16302
36590, -20521
36600, -20869.1
36610, -18452.5
36620, -18575.3
36630, -19456
36640, -18595.9
36650, -18984.9
36660, -19292.2
36670, -19558.4
36680, -19681.3
36690, -19517.5
36700, -20152.4
36710, -20377.6
36720, -21114.9
36730, -18821.1
36740, -18882.6
36750, -18862.1
36760, -18227.2
36770, -18186.3
36780, -19558.4
36790, -19619.9
36800, -19415
36810, -19722.3
36820, -19025.9
36830, -19066.9
36840, -19353.6
36850, -19701.8
36860, -19537.9
36870, -19619.9
36880, -19537.9
36890, -19025.9
36900, -18903.1
36910, -19763.2
36920, -19619.8
36930, -20254.7
36940, -20295.7
36950, -19701.7
36960, -18370.6
36970, -18759.6
36980, -21852.1
36990, -23142.4
37000, -23285.8
37010, -20684.8
37020, -21667.8
37030, -21114.9
37040, -26869.8
37050, -23306.3
37060, -20848.6
37070, -22937.6
37080, -23470.1
37090, -22569
37100, -23572.4
37110, -20234.3
37120, -19701.8
37130, -22507.6
37140, -24463.4
37150, -21852.1
37160, -24627.2
37170, -24944.6
37180, -25630.7
37190, -25047
37200, -25569.3
37210, -24975.4
37220, -24217.6
37230, -24299.5
37240, -23183.4
37250, -23603.2
37260, -22384.6
37270, -24852.4
37280, -20561.9
37290, -23162.9
37300, -22753.3
37310, -19107.8
37320, -19619.8
37330, -22487
37340, -18677.8
37350, -17223.7
37360, -18964.5
37370, -19742.7
37380, -19087.4
37390, -18472.9
37400, -18534.4
37410, -19169.3
37420, -17756.2
37430, -18309.1
37440, -19087.4
37450, -20971.5
37460, -25938
37470, -30054.4
37480, -33105.9
37490, -28999.6
37500, -23849
37510, -24606.7
37520, -36679.6
37530, -41052.1
37540, -16629.8
37550, -33884.2
37560, -35870.7
37570, -41431.1
37580, -41185.3
37590, -41082.9
37600, -41850.9
37610, -34723.8
37620, -32348.2
37630, -24064
37640, -22845.5
37650, -24412.1
37660, -20992
37670, -18513.9
37680, -15892.5
37690, -15011.8
37700, -13537.3
37710, -14131.2
37720, -14438.4
37730, -13844.5
37740, -12779.5
37750, -12021.7
37760, -14786.5
37770, -16384
37780, -14049.3
37790, -13783.1
37800, -13414.4
37810, -13578.2
37820, -13086.7
37830, -12226.5
37840, -12881.9
37850, -13209.6
37860, -12677.2
37870, -13209.6
37880, -13230.1
37890, -12574.7
37900, -12615.6
37910, -12288
37920, -12328.9
37930, -12595.2
37940, -12574.8
37950, -12472.3
37960, -12062.7
37970, -11980.8
37980, -11468.8
37990, -12062.7
38000, -11755.5
38010, -11735.1
38020, -12165.1
38030, -11858
38040, -11489.3
38050, -11653.1
38060, -11919.4
38070, -11079.7
38080, -10793
38090, -10342.4
38100, -10731.5
38110, -10854.4
38120, -10874.9
38130, -11059.2
38140, -11264
38150, -11304.9
38160, -11386.8
38170, -10649.6
38180, -11120.7
38190, -10854.4
38200, -10526.8
38210, -10608.7
38220, -11284.5
38230, -11100.1
38240, -10874.9
38250, -10895.4
38260, -10444.8
38270, -10793
38280, -10547.2
38290, -11120.6
38300, -13987.8
38310, -15646.7
38320, -20019.2
38330, -23767
38340, -21626.9
38350, -16855.1
38360, -23951.3
38370, -17571.8
38380, -24391.7
38390, -22374.4
38400, -26327
38410, -19312.6
38420, -26767.4
38430, -26736.6
38440, -15646.7
38450, -24238
38460, -21831.7
38470, -15687.7
38480, -15441.9
38490, -12451.9
38500, -12185.6
38510, -12513.3
38520, -11591.7
38530, -11550.8
38540, -27043.9
38550, -11591.7
38560, -10424.3
38570, -11182.1
38580, -12021.8
38590, -11980.8
38600, -11018.2
38610, -11571.2
38620, -12554.2
38630, -12021.7
38640, -11038.8
38650, -9543.7
38660, -10240
38670, -10997.8
38680, -11223
38690, -11161.6
38700, -11755.5
38710, -11141.2
38720, -15544.3
38730, -17817.6
38740, -20295.7
38750, -20848.6
38760, -19691.5
38770, -19271.7
38780, -20592.7
38790, -21575.7
38800, -20121.6
38810, -22538.2
38820, -23521.2
38830, -25989.1
38840, -27115.5
38850, -18636.8
38860, -25630.7
38870, -21278.7
38880, -21585.9
38890, -20541.4
38900, -22036.4
38910, -24115.2
38920, -22343.7
38930, -28743.7
38940, -18677.8
38950, -16793.6
38960, -15278.1
38970, -14172.2
38980, -13271.1
38990, -12922.9
39000, -12390.4
39010, -11878.4
39020, -11059.2
39030, -10731.5
39040, -13209.6
39050, -13189.1
39060, -10465.2
39070, -11427.9
39080, -11407.3
39090, -10424.4
39100, -10260.5
39110, -11714.5
39120, -10362.9
39130, -9830.4
39140, -10752
39150, -11632.6
39160, -13353
39170, -13127.7
39180, -12226.6
39190, -14438.4
39200, -13844.5
39210, -12349.5
39220, -11223
39230, -10362.9
39240, -10793
39250, -12851.2
39260, -11898.9
39270, -9359.4
39280, -9001
39290, -12431.3
39300, -14387.2
39310, -12298.2
39320, -12974
39330, -11724.8
39340, -14192.6
39350, -17930.2
39360, -18544.6
39370, -17930.2
39380, -17807.4
39390, -17756.1
39400, -19968
39410, -25180.1
39420, -18001.9
39430, -20828.2
39440, -15626.3
39450, -19404.8
39460, -18575.3
39470, -19845.1
39480, -20070.4
39490, -19466.2
39500, -19210.2
39510, -19200
39520, -19271.7
39530, -18944
39540, -20152.3
39550, -20295.7
39560, -17848.4
39570, -18554.9
39580, -20930.6
39590, -17633.2
39600, -17950.7
39610, -18780.2
39620, -17233.9
39630, -18759.7
39640, -17244.2
39650, -14295
39660, -14530.6
39670, -15329.3
39680, -16414.7
39690, -14704.6
39700, -14673.9
39710, -14039.1
39720, -11407.4
39730, -11939.8
39740, -11356.1
39750, -12349.4
39760, -12513.3
39770, -11018.2
39780, -11407.4
39790, -12738.6
39800, -11888.6
39810, -10577.9
39820, -11571.2
39830, -11929.6
39840, -13219.9
39850, -12646.4
39860, -13598.7
39870, -18053.2
39880, -19865.6
39890, -17715.2
39900, -17397.8
39910, -19456
39920, -19875.9
39930, -18985
39940, -19712
39950, -20418.6
39960, -19251.2
39970, -20500.4
39980, -19333.1
39990, -16476.2
40000, -13875.2
40010, -16465.9
40020, -18155.5
40030, -15933.4
40040, -18954.2
40050, -18954.3
40060, -16947.2
40070, -17786.8
40080, -17274.8
40090, -16998.4
40100, -17356.8
40110, -19384.3
40120, -16885.8
40130, -18544.7
40140, -17489.9
40150, -17571.8
40160, -18462.7
40170, -17920
40180, -17899.6
40190, -16957.4
40200, -14141.4
40210, -18995.2
40220, -20111.3
40230, -21350.4
40240, -22108.2
40250, -23603.2
40260, -24729.6
40270, -24668.2
40280, -25088
40290, -27212.8
40300, -26859.5
40310, -26695.7
40320, -26557.5
40330, -26629.1
40340, -27340.8
40350, -29521.9
40360, -30305.3
40370, -32220.1
40380, -33525.8
40390, -32481.3
40400, -31969.3
40410, -32373.7
40420, -30776.3
40430, -31841.3
40440, -32066.6
40450, -31887.4
40460, -30556.2
40470, -29767.6
40480, -28477.4
40490, -29224.9
40500, -29675.5
40510, -31017
40520, -31232
40530, -29900.8
40540, -27279.4
40550, -26777.6
40560, -26644.4
40570, -27074.5
40580, -27883.5
40590, -26900.5
40600, -24616.9
40610, -23552
40620, -21667.8
40630, -20592.6
40640, -20521
40650, -18862
40660, -18606.1
40670, -16363.5
40680, -15841.3
40690, -15667.2
40700, -15431.6
40710, -11663.4
40720, -10342.4
40730, -10874.9
40740, -7290.9
40750, -7250
40760, -7413.8
40770, -7045.2
40780, -7208.9
40790, -7270.4
40800, -7290.9
40810, -6737.9
40820, -6922.3
40830, -6778.9
40840, -7188.5
40850, -7639
40860, -6901.7
40870, -7004.1
40880, -7024.6
40890, -6881.3
40900, -6819.8
40910, -6451.2
40920, -6615
40930, -6594.5
40940, -6266.9
40950, -6205.4
40960, -6144
40970, -6000.6
40980, -5672.9
40990, -5795.8
41000, -5488.6
41010, -5693.4
41020, -6225.9
41030, -6860.8
41040, -6738
41050, -6738
41060, -6717.5
41070, -6574.1
41080, -6328.3
41090, -5836.8
41100, -6451.2
41110, -6635.5
41120, -5836.8
41130, -6225.9
41140, -6041.6
41150, -6246.4
41160, -6307.9
41170, -5980.1
41180, -6000.7
41190, -5632
41200, -5693.5
41210, -5427.2
41220, -5632
41230, -5836.8
41240, -6021.1
41250, -6881.3
41260, -6656
41270, -8192
41280, -8519.7
41290, -9932.8
41300, -13086.7
41310, -16353.3
41320, -11509.7
41330, -16414.7
41340, -15052.8
41350, -17746
41360, -20121.6
41370, -23173.1
41380, -25825.3
41390, -27740.2
41400, -30346.2
41410, -30996.5
41420, -32629.7
41430, -33607.7
41440, -34831.3
41450, -36643.8
41460, -37283.8
41470, -38292.5
41480, -39272.9
41490, -39098.9
41500, -38110.8
41510, -38658.5
41520, -38476.8
41530, -37084.1
41540, -36024.3
41550, -34887.7
41560, -33187.9
41570, -31626.3
41580, -29230.1
41590, -26828.8
41600, -24186.9
41610, -21667.9
41620, -19281.9
41630, -16783.4
41640, -14151.7
41650, -12154.9
41660, -10311.6
41670, -8325.2
41680, -6666.2
41690, -4874.3
41700, -3747.8
41710, -3481.6
41720, -3481.6
41730, -4177.9
41740, -4874.3
41750, -5181.4
41760, -5079
41770, -4976.6
41780, -4976.7
41790, -4853.8
41800, -4649
41810, -5120
41820, -4628.5
41830, -4649
41840, -4382.7
41850, -4137
41860, -3829.7
41870, -3522.6
41880, -3256.3
41890, -2703.4
41900, -2519
41910, -3256.3
41920, -3778.6
41930, -4270.1
41940, -5335.1
41950, -6522.9
41960, -7895
41970, -9103.4
41980, -10803.2
41990, -10025
42000, -12738.5
42010, -16373.7
42020, -19732.5
42030, -21964.8
42040, -24197.2
42050, -27555.9
42060, -28994.5
42070, -32179.2
42080, -33940.5
42090, -35712
42100, -37191.7
42110, -37798.4
42120, -38592
42130, -38630.4
42140, -38515.2
42150, -38650.8
42160, -38538.3
42170, -38118.4
42180, -37995.6
42190, -38126.1
42200, -38241.3
42210, -38604.8
42220, -38947.8
42230, -38912
42240, -38922.2
42250, -38860.8
42260, -38909.5
42270, -38581.7
42280, -38609.9
42290, -38433.3
42300, -38443.5
42310, -38277.1
42320, -38261.7
42330, -38103
42340, -38018.5
42350, -37939.2
42360, -37785.6
42370, -37619.2
42380, -37360.6
42390, -37227.5
42400, -36746.2
42410, -36641.3
42420, -34828.8
42430, -33361.9
42440, -30668.8
42450, -29143
42460, -27939.8
42470, -25062.4
42480, -26598.4
42490, -21155.8
42500, -24084.5
42510, -21842
42520, -20346.9
42530, -18831.3
42540, -16609.3
42550, -15769.6
42560, -13322.2
42570, -15073.3
42580, -14807
42590, -9728
42600, -9390.1
42610, -10127.4
42620, -9635.8
42630, -10844.2
42640, -11212.8
42650, -11929.6
42660, -11489.3
42670, -12216.3
42680, -12318.7
42690, -12339.2
42700, -11816.9
42710, -11366.4
42720, -11243.5
42730, -11694.1
42740, -10782.7
42750, -10557.4
42760, -16066.5
42770, -16035.8
42780, -15308.8
42790, -16250.9
42800, -13926.4
42810, -12789.7
42820, -14080
42830, -13568
42840, -13813.7
42850, -13219.8
42860, -13977.6
42870, -15237.2
42880, -16834.5
42890, -19282
42900, -21442.5
42910, -22686.7
42920, -23470.1
42930, -24161.3
42940, -24023.1
42950, -22615.1
42960, -24442.9
42970, -19763.2
42980, -19179.6
42990, -15779.8
43000, -13977.6
43010, -10352.6
43020, -7843.9
43030, -4976.7
43040, -5335.1
43050, -3532.8
43060, -3041.3
43070, -1822.8
43080, 399.4
43090, 501.8
43100, 419.8
43110, 471
43120, 30.8
43130, -727
43140, -184.3
43150, -409.6
43160, -163.9
43170, 92.2
43180, 829.4
43190, 1925.1
43200, -30.8
43210, -634.9
43220, 348.1
43230, -122.9
43240, -194.5
43250, 563.2
43260, 634.9
43270, 122.9
43280, 655.3
43290, -143.4
43300, -563.2
43310, -931.9
43320, -307.2
43330, -645.1
43340, -798.8
43350, -3389.4
43360, -6604.8
43370, -8960
43380, -9728
43390, -11745.3
43400, -14182.4
43410, -14151.6
43420, -16532.5
43430, -19092.5
43440, -23301.1
43450, -25876.4
43460, -26675.2
43470, -27801.6
43480, -27179.5
43490, -30325.7
43500, -31641.6
43510, -31505.9
43520, -30760.9
43530, -29882.9
43540, -31129.6
43550, -30758.4
43560, -30190
43570, -30077.4
43580, -28710.4
43590, -28328.9
43600, -28382.7
43610, -28449.3
43620, -28313.6
43630, -29972.5
43640, -30617.6
43650, -29729.3
43660, -28925.5
43670, -28748.8
43680, -28879.3
43690, -29795.8
43700, -29237.8
43710, -28969
43720, -27128.3
43730, -26319.3
43740, -26153
43750, -27015.7
43760, -28367.3
43770, -28564.4
43780, -28623.4
43790, -27778.6
43800, -27233.3
43810, -26928.6
43820, -25707.5
43830, -23685.1
43840, -22059.5
43850, -18834
43860, -23649.3
43870, -24258.6
43880, -22282.2
43890, -21688.3
43900, -24064
43910, -21099.5
43920, -16547.8
43930, -16302.1
43940, -17495
43950, -15938.5
43960, -13440
43970, -12620.8
43980, -12195.9
43990, -12723.2
44000, -13455.4
44010, -12410.8
44020, -11509.8
44030, -10357.8
44040, -9589.8
44050, -10229.7
44060, -10373.1
44070, -5959.6
44080, -7997.5
44090, -5888
44100, -9809.9
44110, -9861.2
44120, -7659.5
44130, -7280.7
44140, -4874.2
44150, -5273.6
44160, -6686.7
44170, -5478.4
44180, -7024.6
44190, -4945.9
44200, -5335
44210, -3123.2
44220, -6307.9
44230, -4485.1
44240, -6010.9
44250, -5847
44260, -4065.3
44270, -1873.9
44280, -1054.8
44290, -901.2
44300, -512
44310, -890.9
44320, -1689.6
44330, -2304
44340, -665.6
44350, 194.6
44360, 471
44370, 1013.8
44380, 1474.6
44390, 1577
44400, 2877.4
44410, 2560
44420, 1300.5
44430, 1669.2
44440, 2928.7
44450, 1730.5
44460, 143.3
44470, -788.4
44480, 1351.7
44490, 2734.1
44500, 2191.4
44510, 942
44520, -317.5
44530, -2529.3
44540, -3235.9
44550, -2641.9
44560, -1505.3
44570, -2764.8
44580, -5857.3
44590, -7316.5
44600, -7152.7
44610, -7009.2
44620, -8386.5
44630, -8002.5
44640, -7598.1
44650, -7290.9
44660, -7306.3
44670, -5181.5
44680, -2662.4
44690, -2744.3
44700, -2375.7
44710, -1720.3
44720, -1044.5
44730, -2007
44740, -4326.4
44750, -5555.2
44760, -5478.4
44770, -3973.1
44780, -3758
44790, -4331.6
44800, -4147.2
44810, -3983.4
44820, -3840
44830, -3225.6
44840, -3486.7
44850, -2862.1
44860, -4275.2
44870, -7234.6
44880, -6983.7
44890, -5120
44900, -4695.1
44910, -6051.9
44920, -6097.9
44930, -7060.5
44940, -9006.1
44950, -8586.2
44960, -6901.8
44970, -5734.4
44980, -5237.7
44990, -5299.2
45000, -6359.1
45010, -7198.8
45020, -7132.2
45030, -6482
45040, -6794.2
45050, -7045.1
45060, -6379.5
45070, -4761.6
45080, -4464.6
45090, -5683.2
45100, -6558.7
45110, -6558.7
45120, -7546.9
45130, -8033.3
45140, -9113.6
45150, -10117.1
45160, -10803.2
45170, -10572.8
45180, -10373.1
45190, -9630.7
45200, -7505.9
45210, -6942.7
45220, -6215.6
45230, -5299.2
45240, -3773.5
45250, -2416.6
45260, -1126.4
45270, 30.7
45280, 1423.4
45290, 1198.1
45300, 860.1
45310, 1177.6
45320, 1484.8
45330, 1095.7
45340, 1228.8
45350, 1597.4
45360, 1996.8
45370, 2263
45380, 2938.9
45390, 2560
45400, 1530.9
45410, 1704.9
45420, 1269.7
45430, 911.4
45440, 1321
45450, 1694.7
45460, 1372.1
45470, 870.4
45480, 916.5
45490, 1075.2
45500, 1111
45510, 1638.4
45520, 1587.2
45530, 440.3
45540, -122.9
45550, -307.2
45560, -343
45570, -112.7
45580, 512
45590, 107.5
45600, 179.2
45610, 286.8
45620, 604.1
45630, 1689.6
45640, 1920
45650, 793.6
45660, -732.2
45670, -440.3
45680, -706.6
45690, -1546.2
45700, -2411.5
45710, -2478
45720, -2089
45730, -2124.8
45740, -2478.1
45750, -2457.6
45760, -1925.1
45770, -1382.4
45780, -1049.6
45790, -465.9
45800, 143.4
45810, 532.4
45820, 435.2
45830, -189.4
45840, -322.6
45850, -81.9
45860, 56.4
45870, 245.7
45880, -35.9
45890, -343
45900, -465.9
45910, -706.6
45920, -890.8
45930, -1213.5
45940, -1807.4
45950, -2089
45960, -2432
45970, -3481.6
45980, -4408.3
45990, -4915.2
46000, -5350.4
46010, -5442.6
46020, -5393.9
46030, -5242.9
46040, -5248
46050, -5027.9
46060, -4229.2
46070, -3973.2
46080, -4234.3
46090, -4582.4
46100, -4485.1
46110, -4480
46120, -4864
46130, -4894.7
46140, -5580.84
46150, -5667.84
46160, -5634.6
46170, -5455.4
46180, -5299.2
46190, -4820.5
46200, -3922
46210, -3287
46220, -2780.1
46230, -2211.8
46240, -1792
46250, -1193
46260, -593.9
46270, -880.6
46280, -706.5
46290, -286.7
46300, -466
46310, -711.7
46320, -691.2
46330, -691.2
46340, -855
46350, -998.4
46360, -1029.1
46370, -1218.6
46380, -1254.4
46390, -1116.2
46400, -1034.3
46410, -675.9
46420, -911.4
46430, -675.9
46440, -681
46450, -629.7
46460, -686
46470, -1049.6
46480, -1228.8
46490, -1433.6
46500, -1469.4
46510, -1372.2
46520, -1377.3
46530, -1433.6
46540, -1428.5
46550, -1280
46560, -1167.4
46570, -962.5
46580, -1162.3
46590, -1024
46600, -1177.6
46610, -1152
46620, -962.5
46630, -691.2
46640, -599
46650, -634.9
46660, -716.8
46670, -798.7
46680, -1059.8
46690, -998.4
46700, -972.8
46710, -906.2
46720, -1500.2
46730, -1571.8
46740, 686.1
46750, 655.3
46760, -1884.12
46770, -2974.68
46780, -2659.82
46790, -3148.76
46800, -3502.12
46810, -3896.36
46820, -4464.6
46830, -4641.3
46840, -4520.98
46850, -4341.8
46860, -3409.9
46870, -3363.9
46880, -2851.8
46890, -2508.8
46900, -2652.2
46910, -2601
46920, -2380.8
46930, -2365.4
46940, -2544.6
46950, -2283.5
46960, -2001.9
46970, -1909.7
46980, -2370.6
46990, -1812.5
47000, -1751.1
47010, -2042.9
47020, -2037.8
47030, -2257.9
47040, -1996.8
47050, -2094.1
47060, -1991.6
47070, -1884.1
47080, -2022.4
47090, -1930.2
47100, -1971.2
47110, -2099.2
47120, -2324.5
47130, -2897.9
47140, -3496.9
47150, -3517.5
47160, -3384.3
47170, -3256.3
47180, -3184.7
47190, -3312.6
47200, -3174.4
47210, -4172.8
47220, -3814.4
47230, -4131.8
47240, -4387.8
47250, -4147.2
47260, -3343.3
47270, -3456
47280, -4224
47290, -4341.7
47300, -3742.7
47310, -4413.4
47320, -3870.8
47330, -4613.1
47340, -4218.9
47350, -3456
47360, -4183
47370, -4684.8
47380, -4940.8
47390, -4316.2
47400, -4428.8
47410, -5073.9
47420, -4761.6
47430, -5386.2
47440, -4070.4
47450, -6159.4
47460, -6553.6
47470, -6612.5
47480, -7055.4
47490, -7326.76
47500, -7359.96
47510, -7697.96
47520, -7633.92
47530, -7662.1
47540, -7242.22
47550, -7237.12
47560, -7685.16
47570, -7792.6
47580, -7157.74
47590, -7324.12
47600, -6937.58
47610, -7001.6
47620, -6520.3
47630, -5801
47640, -5975
47650, -5473.3
47660, -5125.1
47670, -4464.7
47680, -4802.5
47690, -4428.8
47700, -4561.9
47710, -4316.1
47720, -4295.7
47730, -3517.5
47740, -4367.4
47750, -4503.1
47760, -4229.1
47770, -5222.42
47780, -5240.32
47790, -5283.88
47800, -5790.74
47810, -5911.04
47820, -6031.4
47830, -5780.52
47840, -6520.34
47850, -6149.16
47860, -6108.12
47870, -5260.84
47880, -6254.1
47890, -5800.98
47900, -6149.14
47910, -6494.76
47920, -6384.64
47930, -6310.44
47940, -6161.94
47950, -5944.28
47960, -6261.76
47970, -6318.08
47980, -6402.58
47990, -6423.02
48000, -6412.82
48010, -6430.72
48020, -6612.5
48030, -6223.4
48040, -6295
48050, -6487.04
48060, -6379.54
48070, -6330.86
48080, -6159.32
48090, -6131.18
48100, -5882.84
48110, -6192.68
48120, -5524.48
48130, -5660.14
48140, -5470.7
48150, -5813.76
48160, -5831.68
48170, -6215.68
48180, -6556.14
48190, -6236.12
48200, -6469.14
48210, -6348.78
48220, -6297.6
48230, -6046.68
48240, -6023.68
48250, -6087.72
48260, -6195.22
48270, -6120.94
48280, -5652.5
48290, -5434.86
48300, -5442.52
48310, -5355.54
48320, -5765.16
48330, -5747.16
48340, -5186.56
48350, -5506.54
48360, -5439.98
48370, -5608.94
48380, -5647.38
48390, -5603.88
48400, -6067.2
48410, -5752.34
48420, -5739.48
48430, -5780.46
48440, -5742.1
48450, -5621.8
48460, -5808.66
48470, -5680.64
48480, -5934.08
48490, -5652.5
48500, -5358.1
48510, -5263.36
48520, -5263.36
48530, -5376.04
48540, -5324.82
48550, -5253.08
48560, -5168.66
48570, -4743.66
48580, -4746.22
48590, -4656.68
48600, -4456.98
48610, -4874.24
48620, -4095.96
48630, -4021.74
48640, -3737.6
48650, -3650.52
48660, -3791.32
48670, -3781.16
48680, -3663.36
48690, -3653.08
48700, -3745.32
48710, -3783.64
48720, -3745.24
48730, -3911.66
48740, -4106.26
48750, -4275.18
48760, -4208.66
48770, -4449.3
48780, -4556.84
48790, -4313.64
48800, -4316.14
48810, -4121.64
48820, -4162.58
48830, -4771.8
48840, -4841
48850, -5158.38
48860, -4234.22
48870, -4106.22
48880, -3880.96
48890, -4523.54
48900, -4899.8
48910, -5186.54
48920, -5063.64
48930, -5022.7
48940, -4915.2
48950, -4910.12
48960, -4784.66
48970, -4815.34
48980, -4746.24
48990, -4782.1
